,Price,Location,History,Millage,Ratings,Year,Make,Model,Transmission,Fuel
200,"₦ 3,115,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"424,714Km",E,2010,Toyota,HiAce,Manual,Petrol
201,"₦ 12,500,000","Island - SNB                                        ,Lagos",New,54Km,A,2019,Fiat,FULLBACK,Manual,Petrol
202,"₦ 527,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"93,257Km",E,2010,Kia,Cerato,Manual,Petrol
203,"₦ 1,302,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"76,275Km",E,2011,Hyundai,Elantra,Manual,Petrol
204,"₦ 2,270,000","Abuja - SNB                                        ,Abuja",Foreign Used,"174,460Km",C,2010,Toyota,Camry,Manual,Petrol
205,"₦ 2,885,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"201,577Km",D,2014,Mitsubishi,L200,Manual,Petrol
206,"₦ 2,270,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"152,646Km",D,2013,Mitsubishi,L200,Manual,Petrol
207,"₦ 355,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"227,434Km",D,1996,Honda,Accord,Manual,Petrol
208,"₦ 297,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"162,767Km",E,1995,Toyota,Carina,Manual,Petrol
209,"₦ 642,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"185,478Km",C,1999,Peugeot,406,Manual,Petrol
210,"₦ 700,000","Abuja - SNB                                        ,Abuja",Nigerian Used,2002,D,NG-539848,Peugeot,406,Manual,Petrol
211,"₦ 297,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"96,073Km",E,1998,Nissan,Primera,Manual,Petrol
212,"₦ 757,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"194,101Km",D,2002,Peugeot,307,Manual,Petrol
213,"₦ 6,335,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"163,387Km",C,2008,Toyota,HiAce,Manual,Petrol
214,"₦ 1,820,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"185,762Km",C,2011,Toyota,Corolla,Manual,Petrol
215,"₦ 920,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"103,721Km",C,2011,Kia,Cerato,Manual,Petrol
216,"₦ 723,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"245,251Km",D,2000,Peugeot,406,Manual,Petrol
217,"₦ 1,370,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"132,647Km",C,2005,Mini,Cooper,Manual,Petrol
218,"₦ 470,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"414,937Km",C,1990,Mercedes-Benz,E200,Manual,Petrol
219,"₦ 700,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"724,502Km",D,2008,Peugeot,307,Manual,Petrol
220,"₦ 6,910,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"198,370Km",D,2013,Toyota,Hilux,Manual,Petrol
221,"₦ 11,510,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"152,570Km",,2014,Toyota,Hilux,Manual,Petrol
222,"₦ 526,250","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"213,054Km",D,2002,Volkswagen,Passat,Manual,Petrol
223,"₦ 1,651,250","Island - SNB                                        ,Lagos",Nigerian Used,"69,460Km",D,2013,Hyundai,Accent,Manual,Petrol
224,"₦ 1,257,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"234,477Km",C,2005,Citroen,BERLINGO,Manual,Petrol
225,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"188,060Km",C,2000,Mazda,626,Manual,Petrol
226,"₦ 5,760,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"176,774Km",E,2014,Toyota,Hilux,Manual,Petrol
227,"₦ 1,275,000","Abuja - SNB                                        ,Abuja",Foreign Used,"279,649Km",C,1999,Seat,Cordoba,Manual,Petrol
228,"₦ 6,200,000","Island - SNB                                        ,Lagos",New,95Km,A,2019,Chevrolet,N300,Manual,Petrol
229,"₦ 1,390,000",Mainland 3 - SNB,Nigerian Used,"84,380Km",C,2013,Kia,Rio,Manual,Petrol
230,"₦ 585,000",Mainland 3 - SNB,Nigerian Used,"48,000Km",D,2008,Peugeot,307,Manual,Petrol
231,"₦ 1,275,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"264,000Km",D,2000,Hyundai,H1,Manual,Petrol
232,"₦ 642,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"213,284Km",D,2004,Acura,Tl,Manual,Petrol
233,"₦ 642,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"118,933Km",C,2010,Skoda,Fabia,Manual,Petrol
234,"₦ 930,000","Island - SNB                                        ,Lagos",Nigerian Used,"140,442Km",D,2015,Kia,Rio,Manual,Petrol
235,"₦ 527,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"11,378Km",E,2007,Skoda,Fabia,Manual,Petrol
236,"₦ 332,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"999,999Km",E,2001,Mazda,323,Manual,Petrol
237,"₦ 6,335,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"153,398Km",C,2009,Toyota,HiAce,Manual,Petrol
238,"₦ 11,700,000","Island - SNB                                        ,Lagos",New,174Km,A,2017,Fiat,FULLBACK,Manual,Petrol
239,"₦ 470,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"247,960Km",E,1999,Ford,Focus,Manual,Petrol
240,"₦ 413,750","Abuja - SNB                                        ,Abuja",Nigerian Used,"143,420Km",E,2000,Mazda,626,Manual,Petrol
241,"₦ 355,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"216,240Km",E,1992,Volkswagen,Golf,Manual,Petrol
242,"₦ 527,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"199,060Km",E,2008,Kia,Rio,Manual,Petrol
243,"₦ 642,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"189,851Km",C,2011,Hyundai,I10,Manual,Petrol
244,"₦ 2,045,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"164,953Km",C,2013,Toyota,Corolla,Manual,Petrol
245,"₦ 815,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"263,253Km",C,2001,Peugeot,406,Manual,Petrol
246,"₦ 1,045,000","Island - SNB                                        ,Lagos",Nigerian Used,"126,824Km",C,2008,Toyota,Corolla,Manual,Petrol
247,"₦ 1,595,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"264,509Km",E,2006,Toyota,Avensis,Manual,Petrol
248,"₦ 800,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"152,236Km",D,2008,Kia,Cerato,Manual,Petrol
249,"₦ 1,045,000","Ilorin - SNB                                        ,Ilorin",Foreign Used,"263,401Km",C,2005,Nissan,Primera,Manual,Petrol
250,"₦ 355,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"106,289Km",D,1998,Nissan,Almera,Manual,Petrol
251,"₦ 900,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"229,154Km",E,2003,Peugeot,607,Manual,Petrol
252,"₦ 757,500",Asaba - SNB,Nigerian Used,"120,869Km",D,2014,Kia,Rio,Manual,Petrol
253,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"225,511Km",D,2002,Honda,Accord,Manual,Petrol
254,"₦ 527,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"342,121Km",D,2006,Peugeot,307,Manual,Petrol
255,"₦ 815,000",Mainland 3 - SNB,Nigerian Used,"75,350Km",C,2011,Kia,Rio,Manual,Petrol
256,"₦ 4,000,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"200,830Km",,2012,Hyundai,H1,Manual,Petrol
257,"₦ 2,600,000","Cars45 Ikorodu Retail Outlet                                        ,Lagos",Nigerian Used,"227,336Km",D,2010,Toyota,HiAce,Manual,Petrol
258,"₦ 1,850,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"165,416Km",C,2004,Toyota,Corolla,Manual,Petrol
259,"₦ 1,965,000","Island - SNB                                        ,Lagos",Nigerian Used,"101,023Km",D,2014,Honda,Civic,Manual,Petrol
260,"₦ 582,500","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"58,333Km",E,2013,Innoson,IVM5000,Manual,Petrol
261,"₦ 930,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"350,999Km",C,2002,Peugeot,607,Manual,Petrol
262,"₦ 412,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"258,197Km",E,1998,Hyundai,SANTAMO,Manual,Petrol
263,"₦ 527,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"460,760Km",D,2008,Nissan,Pulsar,Manual,Petrol
264,"₦ 1,250,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"89,356Km",,2008,Toyota,Corolla,Manual,Petrol
265,"₦ 815,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"354,832Km",D,2001,BMW,320i,Manual,Petrol
266,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,2004,E,NG-518842,Peugeot,406,Manual,Petrol
267,"₦ 470,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"234,858Km",E,1999,Mitsubishi,Space Wagon,Manual,Petrol
268,"₦ 700,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"175,271Km",E,2008,Peugeot,408,Manual,Petrol
269,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"420,414Km",D,1997,Mazda,626,Manual,Petrol
270,"₦ 470,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"363,255Km",D,1996,Mazda,323,Manual,Petrol
271,"₦ 1,102,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"155,050Km",C,2007,Toyota,Corolla,Manual,Petrol
272,"₦ 1,562,500","Abuja - SNB                                        ,Abuja",Foreign Used,"302,349Km",C,2004,Peugeot,307,Manual,Petrol
273,"₦ 458,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"273,871Km",,2008,Peugeot,307,Manual,Petrol
274,"₦ 1,735,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"143,819Km",C,2007,Toyota,Corolla,Manual,Petrol
275,"₦ 2,310,000","Island - SNB                                        ,Lagos",Nigerian Used,"120,801Km",C,2012,Nissan,Almera,Manual,Petrol
276,"₦ 642,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"101,232Km",D,2013,Kia,Rio,Manual,Petrol
277,"₦ 930,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"77,632Km",D,2013,Kia,Rio,Manual,Petrol
278,"₦ 930,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"208,124Km",C,1997,Volkswagen,Golf,Manual,Petrol
279,"₦ 757,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"46,062Km",D,2001,Peugeot,406,Manual,Petrol
280,"₦ 412,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"291,222Km",D,1998,Audi,A6,Manual,Petrol
281,"₦ 815,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"286,207Km",D,2008,Kia,Rio,Manual,Petrol
282,"₦ 700,000",Mainland 3 - SNB,Nigerian Used,"319,512Km",C,1998,Audi,A3,Manual,Petrol
283,"₦ 1,390,000","Abuja - SNB                                        ,Abuja",Foreign Used,"128,698Km",C,2003,Peugeot,307,Manual,Petrol
284,"₦ 930,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"168,575Km",E,2001,Volkswagen,Golf,Manual,Petrol
285,"₦ 355,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"201,660Km",D,1998,Volkswagen,Bora,Manual,Petrol
286,"₦ 930,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"89,438Km",E,2011,Ford,Focus,Manual,Petrol
287,"₦ 930,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"206,024Km",C,1997,Peugeot,406,Manual,Petrol
288,"₦ 757,500","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"295,615Km",D,2000,Ford,Galaxy,Manual,Petrol
289,"₦ 815,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"380,832Km",D,2004,Peugeot,407,Manual,Petrol
290,"₦ 1,380,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"124,807Km",D,2013,Nissan,Almera,Manual,Petrol
291,"₦ 1,850,000",Sango-Ota -SNB,Nigerian Used,"31,107Km",C,2015,Hyundai,I10,Manual,Petrol
292,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"782,892Km",D,2004,Peugeot,307,Manual,Petrol
293,"₦ 1,334,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"800,000Km",E,2013,KINGLONG,HIASE BUS,Manual,Petrol
294,"₦ 561,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"176,210Km",C,1997,Audi,A4,Manual,Petrol
295,"₦ 1,220,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"99,999Km",C,2003,Peugeot,406,Manual,Petrol
296,"₦ 395,000","Kano - SNB                                        ,Kano",Nigerian Used,"207,165Km",E,1997,Opel,Omega,Manual,Petrol
297,"₦ 586,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"216,849Km",D,1999,Volvo,V40,Manual,Petrol
298,"₦ 1,187,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"168,020Km",D,2003,Volkswagen,Passat,Manual,Petrol
299,"₦ 1,805,000","Kano - SNB                                        ,Kano",Foreign Used,"244,700Km",,1997,Volkswagen,Sharan,Manual,Petrol
0,"₦ 1,130,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"199,183Km",,2005,Toyota,Camry,Automatic,Petrol
1,"₦ 2,026,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"152,938Km",D,2006,Toyota,Rav4,Automatic,Petrol
2,"₦ 6,170,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"161,289Km",C,2012,Mercedes-Benz,Glk350,Automatic,Petrol
3,"₦ 1,242,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"92,742Km",C,2002,Ford,Explorer,Automatic,Petrol
4,"₦ 3,930,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"107,084Km",E,2014,Ford,Escape,Automatic,Petrol
5,"₦ 2,810,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"125,567Km",C,2007,Toyota,Rav4,Automatic,Petrol
6,"₦ 1,914,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"184,311Km",,2007,Toyota,Camry,Automatic,Petrol
7,"₦ 6,506,000","Port Harcourt - SNB                                        ,Port Harcourt",Foreign Used,"44,604Km",,2014,Toyota,Corolla,Automatic,Petrol
8,"₦ 3,370,000","Island - SNB                                        ,Lagos",Nigerian Used,"95,067Km",D,2011,Toyota,Camry,Automatic,Petrol
9,"₦ 850,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"263,020Km",D,2004,Honda,Pilot,Automatic,Petrol
10,"₦ 794,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"153,355Km",,2001,Land,Rover Lr2,Automatic,Petrol
11,"₦ 794,000",AKURE - SNB,Nigerian Used,"189,165Km",,2003,Nissan,Xterra,Automatic,Petrol
12,"₦ 682,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"177,819Km",E,2000,Mitsubishi,Montero,Automatic,Petrol
13,"₦ 1,354,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"233,687Km",C,2002,Toyota,Camry,Automatic,Petrol
14,"₦ 1,690,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"136,202Km",D,2007,Honda,Cr-V,Automatic,Petrol
15,"₦ 7,626,000","Port Harcourt - SNB                                        ,Port Harcourt",Foreign Used,"32,639Km",,2015,Toyota,Camry,Automatic,Petrol
16,"₦ 5,050,000","Island - SNB                                        ,Lagos",Foreign Used,"85,361Km",D,2013,Honda,Accord,Automatic,Petrol
17,"₦ 682,000","Island - SNB                                        ,Lagos",Nigerian Used,"159,881Km",E,2005,Toyota,Corolla,Automatic,Petrol
18,"₦ 1,130,000",58779e89-e0d1-4107-97a2-a370a8eaf66a,Nigerian Used,"205,227Km",,2003,Toyota,Corolla,Automatic,Petrol
19,"₦ 1,242,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"220,337Km",,2005,Volvo,Xc90,Automatic,Petrol
20,"₦ 794,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"204,186Km",E,2004,Toyota,Avalon,Automatic,Petrol
21,"₦ 626,000",Mainland 3 - SNB,Nigerian Used,"127,791Km",D,2006,Nissan,Altima,Automatic,Petrol
22,"₦ 2,250,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"288,053Km",D,2002,Lexus,Rx 300,Automatic,Petrol
23,"₦ 1,466,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"63,774Km",D,2001,Lexus,Rx 300,Automatic,Petrol
24,"₦ 906,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"183,574Km",D,2004,Volvo,Xc90,Automatic,Petrol
